Text,Sentiment
"Imagine yourself trapped inside a museum of the dark middle Ages and a resurrected vampire and his maniacal sidekick are chasing you. Where is the absolute last place you want to hide? I'd say inside the uncanny Virgin of Nuremberg torture device, because there's a good risk you'll get brutally spiked to death. And yet, the elderly lady in this film stupidly runs into her spiked coffin. ""The Vampire's Coffin"" is a rather disappointing sequel, as director Fernando Méndez doesn't re-create the Gothic atmosphere of the 1957-original but puts the emphasis on comical situations and dialogs. No more ominous castles with eerie cobwebs and dark vaults, but confused doctors and clumsy assistants that provoke laughs instead of frights. The story opens inside Count de Lavud's final resting place, where an eminent doctor and a hired assistant steal the coffin in order to examine the corpse at a private clinic. Naturally the wooden stake gets removed from his heart, and the vampire count comes to live again, immediately enslaving the petty thief to do his dirty work. The vampire has his eye on a beautiful female patient at the clinic, and it's up to Dr. Enrique Saldívar to rescue her soul and to destroy the bloodsucker. ""The Vampire's Coffin"" uses a limited amount of locations and there's very little action. The whole film would actually be pretty boring if it weren't for a handful of memorable sequences and decent acting performances. The photography is amazing, though, with the sublime use of shadows and darkness. This is most notably during the scene in which Count de Lavud stalks a young woman through the deserted streets of little town at night. It's the only truly worthwhile scene of the whole film, the rest is fairly mediocre and déjà-vu.",0
"Ik know it is impossible to keep all details of a book in a movie. But this movie has changed nearly everything without any reason. Furthermore many changes have made the story illogical. A few examples: 1) in the movie ""Paul Renauld"" really meets Poriot before he dies (in the book Poirot only gets a letter), telling him he is afraid to be killed. This is completely stupid because if Renaulds plan would have succeeded, Poirot would have known that the dead man would not have been Renauld.(Poirot was in the morgue when Mrs Renauld identified the victim). 2) The movie has ""combined"" two persons into one! ""Cinderella"" has been removed by the movie. The girl Hastings falls in love with and the ex-girlfriend of Jack Renauld are one person in the movie! Why for god's sake? 3)Hastings finds the victims cause he is such a bad golf player. Totally unfunny and stupid. 4) The movie tells secrets much too early (for example at the very beginning). So you know things you shouldn't know. 5) The murderer gets shot at the end by a person who doesn't exists in the book. Perhaps because the person (""cinderella"") who stops the murderer does not exists in the movie. 6)The book is very complex. The movie takes only about 90 minutes. Sure it is difficult to include all the necessary details but it is impossible if you include stupid things which were not in the book and have no meaning (e.g. bicycle race).",0
"Oh f*cking hell, where should I start... First of all; this show is just another stupid American non-funny so called comedy which has pathetic acting and very very poor humor. The American way of laughing-track business makes the whole thing even worse. How come I can hear laughter, yet there's nothing funny happening? Pretty stupid, eh? This show is only for those American people who haven't ever heard that there are far more funnier, better and wittier comedies - not only in Great Brittain, but also in America (The Simpsons for example). I simply can't understand what is so good about ""Reba"" that it has lasted for long a while in television. It has nothing new to offer, it underestimates the (possible) viewers in so many ways and it simply isn't funny at all. I could have lived with the fact that there are so bad shows as ""Reba"", but why the hell they had to run it here in Finland. If I see few seconds of this horrible show the rest of the day is ruined for me. Take my word and believe me - this show sucks ass even more than these kind of American ""comedies"" usually does. This is simply horrible. Do yourself a favor; don't ever watch this peace of sh*t.  Well I leave the commenting for those who now this language better. Thanks for your (possible) interest.",0
"My parents may enjoy this show, but I fail to find the humor in it. What is so funny about a dentist husband impregnating his hygienist assistant and the oldest daughter getting impregnated by the captain of the high school football team? Absolutely nothing! It's a shock to me sometimes what people think constitutes humor nowadays. Blame that on shows like ""The Dating Game"" and ""The Newlywed Game"" bringing the issue of sex to the forefront in the mid-1960s. Sure, the series has its touching moments, still that's no excuse for the content that otherwise went into this series. This is nothing like the family-oriented days of ""I Love Lucy"" some five decades before.  An answer I would have to why this series plays on the Lifetime cable channel is because that channel's brass think women can relate to Reba's character! I absolutely dislike the character of Reba Hart's daughter, Kyra. She is best described as a ditsy and bitter teenager! Funny, I wonder if the actress who played Kyra; Scarlett Pomers, is like that in real life away from acting. Who plays the blockhead ex-husband dentist, Christopher Rich, is not much better. Barbara Jean, played by Melissa Peterman, is ditsy in herself! The characters of Van and Cheyenne are also very annoying. Something else that baffles me is why the dingbat-of-a-series creator, Allison M. Gibson, decided to set the series in where I live 25 miles away from; Houston, Texas! Reba McEntire isn't even from this state, she's an Oklahoman! Why is it during one season or more they decided to make the incidental music sound like a pig snorting? What I mean by that is where we hear this baritone saxophone being played with drums accompanying it, but the melodies are basically tuneless!",0
"Reba is a very dumb show. You can predict pretty much anything that's about to happen. Barbra Jean is just too stupid. It's like she's not even a character. A show like this should at least have SOMEONE who resembles a real-life person. I guess Barbra Jean represents a retarded person. Keira or whatever her name is, Reba, Brock, they're all stupid! Keira is like the smartest person on the show, and she's still stupid. EVERYONE IS STUPID! That's my opinion on Reba. Since I have said all I can say about this show, I'll just take up the next few lines of text by saying what I am currently saying right now and do it until there's 10 lines. There. Reba gets 2/10.",0
"Reba is , without a doubt , one of the worst ""comedy"" series ever. I wonder how come there are people writing good comments on ""Reba"" ... You watch ""Friends"" , ""Married Wtih Children"" , ""Fraizer"" if you laugh at that , you can never laugh at the stupid jokes and the ridiculous accent of the singer who is trying to make her way in comedy and obviously having no chance whatsoever. The actors/actresses beside Reba are OK so I feel bad for them stucking in a so-called comedy show with the least funnies person in the world (Reba).To sum up , I suggest this TV Show to see how low comedy can get and appreciate the ones that can make you laugh",0
"Naked Deanna Troi!  Richie's brother Chuck (from ""Happy Days"") with a reverse mohawk! Death Wish 3 has all this and more, including one clever scene where Chuck Bronson's character sets up a mousetrap like device that brains a punk when he opens the window. Chuck also places a board with a bunch of nails on the floor near another window and smiles when he returns and sees bloody footprints leading away. All I can say about Death Wish 3 is that it is one of most incomprehensible ""serious"" movies that I have ever seen--loaded to the hilt with mayhem, and nearly zero police response, despite the use of military weapons to mow punks down by the score. As I understand it, Bronson disowned this film, but happily cashed the check from Golan Globus. If you enjoy quality movies, avoid this one, but if you're in for a cheap ""Jackass"" kind of thrill, check it out.",0
"Reba sucks. It sucks hard. It's about this awful country singer attempting comedy. They might as well call this show ""Generic"", because that's what it is. It's dumb and generic. Reba, you're not funny, and I'm glad your retarded show was cancelled because you suck, and so does Brock, Barbra Jean, the red-headed teenager, that jockey guy, and the 12 year old who got knocked up. You all suck, and none of you are funny. Oh, and I heard a rumor that Reba is actually a gay devil-worshipper who idolizes Hitler and tortures animals. And she puts subliminal messages on her show and in her ""music"" in hopes to make children kill their parents and kill themselves! But it was just a rumor. Anyway, this is the worst show ever, Reba is gay, I do not like her, I think The Office is better than this show, and this show sucks.",0
"this really is an ""okay"" series.. everyone in it is pretty good. but i just can't take Reba. she's trying to be funny but she just isn't and then she got a stupid accent!! if they took her out of the show i would love to see it every day.. i have been watching the show in 10 min now and as i said before, Reba IS destroying the show. however the 20 year old guy (dont know his name) but he's soooo funny, and he's really saving it all.. so here's the recipe to get a great show. kick Reba of it and then put the 20 year old guy into the lead role. i really hope someone out there agrees with me and thinks (like me) that they should kick Reba of the show and put someone else in the lead role",0
"I pretty much liked every character on this show from the start except Reba herself. She comes off as an holier than thou type and quite frankly a big Bully. And that stinks because she is in every scene and every episode. In the later seasons Van becomes unlikeable too,like a spoof of his former self. and Kyra walks around sneering and being miserable.The first 3 to 4 seasons are pretty good if you overlook Reba. Towards the end its pretty bleak.. In basically every episode Barbara jean Is walking around being dumb,Reba is being mean to her,but poor Ole Barbara jean desperately wants Reba to like her which results in Barabara jean telling Reba how awesome she is in every episode. I think it is pretty clear to see Reba has self esteem issues and wants to be seen as this all forgiving saint. Its really a shame too because other than her the show had such potential.",0
"Does anyone else think that ""Reba"" is basically a ripoff of ""Roseanne""? Just look at the characters from the two families, Connors (Roseanne) and Harts (Reba) ; the blonde bombshell elder daughter (Becky Connor and Cheyenne Hart) who's married to a moron (Mark Healy and Van Montgomery), the sarcastic brunette younger daughter (Darlene Connor and Kyra Hart), the little brother (DJ Connor and Jake Hart), and the quirky relative (Jackie Connor and Barbara-Jean Booker Hart).  And then, of course, there is the biggest similarity, Reba Hart and Roseanne Connor. ""Reba"" tried to copy the sarcastic and tough-love style mom without giving her the same lovable qualities as Roseanne had. Or, perhaps, they made her *too* lovable, for Reba Hart seems to waver between being mean and scary (hence Van's line to his wife Cheyenne ""I'm not afraid of you, I'm afraid of your mother!"") and being sweet and caring with little transition in between. Roseanne at least managed to get it across that she was being cruel to be kind, since she was always mean and sarcastic and, whenever she tried to open up, it was hard for her. As inconsistent as Reba's character is, it's hard for her to be believable.  But even if the characters weren't completely ripped off of ""Roseanne"", nothing could've saved the show from being sub-par in the plot area. The writers try to give the show substance but they really can't lay off the corny jokes long enough to give any impact. And you'd better believe the jokes are corny; it's as if they were written by a twelve-year-old who thinks that any joke is hilarious. While occasionally they come out with something that's funny (I don't pretend that I didn't laugh at a few episodes) these gems are too few and far between to make ""Reba"" witty.  Overall, ""Reba"" is a very mediocre show with obvious ripoffs of ""Roseanne"", sub-par plots and sub-sub-par humor, and (let's face it) terrible acting. The show might be a bit better, actually, if they replaced all the actors, especially Reba herself, who is more community- theater quality than prime-time sitcom quality.  I give it a 3 out of 10 just to be fair to the good jokes that make it in.",0
This show is made for persons with IQ lower than 80. The jokes in the show are so lame. If you are on a deserted island and you do not have anything to do you will be better than to watch this garbage.... You will hate their accent their behavior and all the stupid jokes and pranks they try to perform...It really pisses me of that viewers gave Reba 6.7 on their voting...Sure i knew there are some people with IQ lower than 80 but what i did not know that there are so many of them! So people if you got to read this I hope that you will never ever download or buy this peace of garbage... I know it is not the place for his but i wish to recommend one much better mini-series 'Scrubs',0
"While it would be easy and accurate to go into why 'Reba' is at its heart indicative of many 'family-oriented sitcoms' in the way it rips off from other better sitcoms, the real truth is that the show is repetitive, full of stereotypes from funnier and more groundbreaking shows, and the lead star is completely out of her element. While I'm sure Ms. McIntire can sing and has a fan base that supports that, being in a sitcom shooting out zingers and calling her the next Lucille Ball is far, far removed from reality. Reba herself has no presence which is needed here to establish the fact that she is cast as the put-upon woman of which her entire family is centered. Yet after watching a few episodes there is no real connection to the character. I could care less about her adventures because her whole character seems to be MIA. Reba McIntire has no screen presence, and to make a show around her seems very short-sighted and indicative of most 'family-oriented' programming: to push a sitcom full of men-stupid/women-do-everything stereotypes that appeal to nobody but those who can't afford cable. The show is a waste of time. The only good thing is that it at least has better production values than your standard PAX ripoff....just.",0
"In my opinion of this movie the entire video portion of this movie was absolute trash!!!! However the soundtrack that was used contained the music of a great heavy metal rock band, I recognized the music as being a band called Firstryke and the album was ""Just a Nightmare"" and it was very well written!! and I am curious to see what the rest of you movie buffs out there think of it, if can remember back that far I would appreciate the feed back, I collect old movie, and obscure movie sound tracks. It is a very time consuming hobby but is very rewarding. I have seen this bands music being sold in Germany on the net for around fifty dollars per album. Not to bad Hugh?",0
"Now I've seen it all. Just when I thought it couldn't get any more pathetic and cheesy than ""Woodchipper Massacre,"" just when I thought dialogue and acting couldn't get worse than ""Nail Gun Massacre,"" just when I thought ""Don't Go In The Woods"" would retain its title as Lousiest Slasher Film Ever, along comes ""THE LAST SLUMBER PARTY!"" Somehow, this cheap, wretched manure manages to avoid lewdness, but it remains terrible! I couldn't believe my eyes--for once I can't complain about excessive (or in this case, any) nudity in a slasher film, but it still managed to make me crimson with embarrassment for renting it. Never before have I seen such horrible acting, dialect, direction, writing,....I could go on forever with this list! Here's a quick run-down: A mental patient somehow escapes from the loony bin, dresses up like a surgeon, somehow finds out where his doctor lives, and breaks in while the doctor's daughter is having friends over for the night. Then begins the most stupid killing spree (ripped off from other movies such as ""Slumber Party Massacre"" and Halloween"") this side of the universe. The characters have negative IQs, which suggests they are not human. Then again, I guess they are not, since they have the tendency to bleed Kool-Aid when they get cut, as the slasher likes to show use when he holds up his scapel to the camera in WAY too many scenes. It is only 80 minutes...how many times must we look at that scapel like that before it consumes the whole movie?...which I suppose wouldn't be all that bad of an idea in this case! There is one moment where I thought maybe, just maybe, the director would make it interesting (a second killer was added), but alas! It was not to be! And then to insult even further, there is a stupid super cop-out sub-ending and an even stupider final conclusion. That probably doesn't make a whole lot of sense, but I would hate to give away the dumbest few scenes in movie history to those two or three fools (like me) dumb enough to rent this sewage. I sure hope that, by writing this, I have saved 80 minutes of someone's life. I get on my hands and knees to beg anyone still thinking about renting this: PLEASE, PLEASE, PLEASE DON'T! This is a fan of the slasher genre talking; I know what is good for you! The only real victims in this rattlebrained, asinine nonsense are the poor morons that have sat through the whole toilet tank! Zanatos's score...since there is no negative point scale, I have to give it a 1, but a below-average 1 at that. Avoid it at all costs....please!!!!",0
"I would most definitely have to say that this is the most terrible movie I have ever seen. It's not just the actors that are bad, but also the fact that the camera person taped the wall and the clocks for about 5 minutes at a time. Anyone that likes this must be crazy! THIS MOVIE IS A WASTE OF TIME",0
"I thought Godzilla 2000 was the worst movie ever until I saw this monstrosity. My friends and I went to our local blockbuster and spent about an hour and a half looking for a movie. We could not find one since we have seen almost every movie created. We decided to look in the low budget horror section. We looked for the most attractive cover featuring scantily clad women. We finally decided on Last Slumber Party, THE. Whoops, we made a mistake. It seems as though this movie was filmed with the cheapest camera that could be found in K-Mart. The actors were picked up at a Salvation Army, and as for Steven Tyler. We will just leave that to the imagination. The plot of this movie was ridiculous. SPOILER ALERT While watching the movie there is absolutely no closure at all. Then come to find out all the events were just a dream. This movie should also have been about 30 minutes. If all the camera zooms on still shots, and scans of walls were taken out, it would have been much shorter. All I can say is I'm glad there wasnt a sequel.",0
"The 3rd in the series finds Paul Kersey (Bronson) turning vigilante to get revenge on the thugs that murdered his old buddy. I don't know why this movie shoved me into it, but somehow it did. I found myself rooting for Bronson to wipe the floor with those punks. Every time he blew one of them away I felt good. This movie does not take itself seriously, but what if it did? There is a good build-up to the fireworks finale in which Bronson goes on a rampage. But as far as acting and plot go, it just doesn't measure up. If I lived in that neighborhood, I would get out as fast as I could, but it seems like the people are asking for trouble. I know there is that mentality that we need to save our streets, but there is a limit here folks. I had to give it a 4. Sure there are good ""blow 'em away"" scenes but that's about it. At that time, Bronson was 64. I'm sure if those thugs really wanted to they could have their way with Bronson. Bronson takes the place of a Schwarzanegger or Stallone in this movie. This movie gives you a sense of rejoice. The common man can save the neighborhood, save the day. To sum it up, this is far from being the original Death Wish, but it is rather good if you are just looking for an hour and a half of shoot 'em up.",0
"So one day I was in the video store looking for a movie. I came across this and rented it because it was a film I hadn't seen or even heard of. Now I like slasher movies in general, but this is just abysmal, not even good for laughs. Besides being ultra ultra cheap and containing all slasher film cliches and terrible acting it has the most incompetent and inept direction I have ever come across. Now sometimes the aforementioned traits can be present in a film and some enjoyment can still be had, but not here. Painful example of home-made horror.",0
"I love cheesy horror movies, I think dead alive and bad taste are great and I think slumber party massacre II (not even related to this movie) are hilarious. But this movie absolutely stank, I didn't laugh, I didn't even enjoy it.. you can see all kinds of mistakes that aren't even campy. The best take of the scene where the woman leans out the window is the one where she smacks her head on the sill? Give me a break. Don't rent this thinking it's related to the slumber party massacre series. It's awful and I don't even have a clue how it got any distribution. Rent it with a fake name and burn it, do everyone else the favor.",0
"I'm not even going to comment on what piece of trash this film is since that has already been established. However, watching this with my friends we all laughed out loud when the lead girl made a Shelley Hack reference while on the phone. We sat there trying to figure out why the writer would throw her into the mix. We can only assume he had a Charlie's Angels fixation at one time. Based on that reference, we assumed this film must have been made around her Charlie's Angels run in 1979 or 1980, but from what I've read here it was made around 1987. You sure couldn't tell that from the poor production values. It seems as though it was made by a college student for a film class. And while by no means would I expect a low-budget trash fest like this to be politically correct, the rednecks in this film sure did like to direct derogatory gay remarks to each other. Even so I'd still only rank this as the 2nd worst horror film ever made, second only to ""Nail Gun Massacre.""",0
"I got this on a double feature DVD called ""Scream Theater"" and it's no doubt one of the most terrible movies I've ever seen. And I've seen some really bad ones. School's out, and of three girls (who if they're teenagers I'd eat my hat) are talking about ""non-stop party"", so of course they all go to the house of the girl whose parents are the most strict for a slumber party. Meanwhile, a psychotic has escaped the local bug-house where one girl's father works & is on the loose with sharp objects and wearing green scrubs, and sporting wide-open eyes...I guess that's to show he's bonkers. Of course since he has a bone to pick with that particular doctor off he goes to his house, the location of which is apparently common knowledge. In the meantime, some dumb-jock types are slamming down beers and out to scare the girls, and of course the loony shows up too and starts cutting throats. And that's about it, as the heavy metal music chugs along in the background. Or, maybe that's not it, but really, that's all you need to know. Unless you spend your time perpetually stoned or drunk, you'll find little of interest here, and even if you are wasted most of the time, you'll still probably find your intelligence insulted. 1 out of 10.",0
"my friend and i rented this one a few nights ago. and, i must say, this is the single best movie i have ever seen. i mean, woah! ""dude, we better get some brew before this joint closes"" and ""dude, linda's not wearin' a bra again."" what poetry! woah! and it's such a wonderfuly original movie, too. i mean, you don't usually find a slasher film where every single murder is exactly the same. i mean, exactly! now that's originality. and almost all the transitions between scenes are these great close-ups of the psycho in the ER scrubs. how cool! the acting is so wonderful to. the dad was just brilliant. must have studied REAL DADS before filming. and how many movies do you find that just don't make any sense? not many. but this is one of those gems. i mean, how cool is it that one guy waited outside for like six hours to pull a prank, while his friends were both inside? that's really cool. overall i'd say this is the single greatest film of the genre, nay, in the world! *****",0
"O boy, was this really bad. I saw this on videotape. In scenes that had soundtrack music, it was hard to hear the dialog. When people were on the telephone, it was hard to hear the person on the other end. It appeared that at least two different kinds of film or video stock were used, because the colors and focus sometimes shifted drastically between edits. And there were a lot of out of focus shots that didn't seem intentional. One indicator of the budget (one of many) was when a news report comes on TV. There is just a ""news flash"" title card badly superimposed with a video effect onto a TV screen, and a voice-over by a newscaster. They couldn't shoot footage of a newscaster, and then actually show it on the TV? The movie starts off with a killer wearing surgical scrubs and mask, wielding a scalpel. Supposedly he's a paranoid schizophrenic who escapes from the hospital to avoid having a lobotomy performed on him. Students are let out of school for a break, and three young women decide to have a slumber party. Three guys decide to crash the party, and a geek named Science decides to crash it too. The slumber party is pretty boring, and the guys just keep showing up randomly wearing masks, taking the masks off, and then disappearing. The mother and father (the surgeon who was to do the lobotomy) of one of the girls keep showing up too. The killer knocks slices people's throats without anyone really noticing. The apparent lead of the movie more or less sleepwalks through the movie. Perhaps that was bad acting, or maybe it was intentional, since much of the movie is a nightmare, and some of it a nightmare within a nightmare. The ending is really horrible too. The best thing about the movie is the cheesy United Home Video VHS box art, which was revived for the DVD release (a double feature with Terror at Tenkiller). I honestly can't tell if it is a photo, or a painting, or a combination of both. The women pictured on the cover are not in the movie, and the clothing they're wearing is way more revealing than anything the women in the movie wore. The throat slicing on the cover is scarier than the ones in the movie - where people tend to affect a goofy pop-eyed look. For that matter, that's what the killer has most of the time: head cocked, and eyes bugging out, mugging for the camera. Frequently the scalpel was held up close to the camera in focus, while the killer's mask-covered face was in close-up but out of focus in the background.",0
"oh well... its funny. should have been a sadistic comedy, a lot of horror movies lack common sense,but i think a retarded caveman would weasel his way around this situation. Don't really expect Hitchcock or anything close to this. this is a good one for friends,but i wouldn't recommend it for anything else.this movie lacks all the substance of a true horror movie,the suspense,the shock,and good characters. the killer failed to be the unstoppable force that i expected him to be,and he seemed to be the average angry ""D"" student able to outsmart only stupid people. and the really funny thing is the horrible acting and the lack of emotion of the so called ""victims"" 3/10 just expect this one in the daily funnies.",0
"There are a whole lot of movies, primarily from the 80s, that are so terrible that you can't help but love them. The Last Slumber Party is one of those. I hate this movie so much, but it still remains one of the most watched movies in my collection. I have watched it countless times and get a huge laugh out of it every time. It is the prime example of how in the 80s, ANY movie could get released. Our killers name is Maniac Randles. (Scary, huh?) Randles is an escaped psychopathic killer running around in doctor's scrubs and a doctor's jacket hacking off people with a scalpel as he goes along. He ends up coming across a house of girls that are having a slumber party. One of the girls is the daughter of the doctor that tried to operate on Randle's, and Randle's ended up pulling him down in some kind of sexual position. (lol just watch the movie to know what I am talking about.) Now I know what you must be thinking at this point: This must be another cheesy low budget hack and slash flick like Slumber Party Massacre, or Valentine's Day Massacre, right? NO! This movie is HORRIBLE! First off, the quality of the film changes off and on throughout the film. Sometimes it will look like it could have been filmed this year, but other times it is so grainy and blurry that it isn't even watchable. The funny thing is that certain specific camera angles will be blurry and grainy, and other specific camera angles will be clear and perfect, which is absolutely ridiculous and proves that they did not care at all. The director played the killer (as if that wasn't funny enough) but because of the fact that he wasn't talented enough to act and direct at the same time, he just filmed one shot of him walking toward the camera with his scalpel, and then just replayed that clip over and over every time someone is killed. The characters in this movie are completely ridiculous and unlikable, and these people who are suppose to be ages 16-18 look more like they are 25-45. I know that slasher films commonly use adults as teenagers, but I have never seen a movie where it was THIS obvious. My guess is that the reason none of them are still in the film industry today is because they have all died of old age... Or maybe it was just because this movie was so horrible that they never wanted to show their faces again, and that is a good thing because I highly doubt that they could have gotten into any more movies even if they tried. All I can do is hope that Tyler will one day make THE LAST SLUMBER PARTY 2: THE FINAL CONFLICT and have all of the original actors return. I'm sure everyone would love that. The movie was directed by Stephen Tyler, (No, not the singer) who never went on to direct again, and it was released by B&S (which I am sure stands for bull and ****) Productions. Bull&S only released one more film, ""Forever Evil,"" which was pretty awful, but not near as bad as Last Slumber Party. A horrible, horrible, horrible film... Highly recommended.",0
"This one's a doozy. Dating from 1949, Scene of the Crime often plays more like a Coen Bros. movie set in the 1940's and filmed in black and white, except that the writer's ear for pastiche here isn't quite so well-tuned -- maybe this can be seen instead as the forerunner to Oscar-baiting schlock like Road to Perdition. Frankly, it's a wonder that this film isn't considered a classic by film professors and critics everywhere, considering how much it offers in term of overly articulated mannerist thrills cloaked in false significance ( much like the grandaddy of all such ""fake art"" films, Citizen Kane, or anything by Murnau. )  MGM is usually a studio that can do no wrong in my eyes, and I think any story, any atmosphere, even ""gritty realism,"" can only benefit from grotesque overaestheticization. You could say I'm a disciple of the Minnelli school. But it takes a certain light touch to write mannered tough-guy dialogue of the Dashiell Hammett stripe, a willingness, perhaps, to let maybe one or two scenes pass without a line like ""Careful, Mr. Wiggly, or you'll have thirteen fish to fry and no little wormies to catch them with."" I made most of that up -- ""Mr. Wiggly,"" unfortunately, made the cut -- but believe me, the dialogue is just that loonily inflated and riddled with non sequiturs. Even the lead cop's wife played by Arlene Dahl speaks like she has a moon-shaped scar under one eye and the Christian name Rocco. By the time Van Johnson turns in his badge with the line, ""I'm sick to death of death and homicide,"" you'll wonder how the writer's fixation with ornate literary devices -- in this case, zeugma -- could ever have been misconstrued as ""street.""  For those who have outgrown The Naked Gun series, this is the funniest cops-n-robbers film going.",0
"Okay, now I know where all those boring cop/homicide TV shows came from. I do believe they can be traced back to this movie. ""Scene Of The Crime"" feels more like a TV episode, or an episode of a serial. Complete with stock characters and situations - the hotshot cop who clashes with his superiors... the aging cop who doesn't want a desk job, despite failing eyesight... the reckless rookie... the double-crossing dame, etc. I like many of the actors here, and they do a good job, but overall I found this movie dull as I'm not a fan of the genre. I kept tuning out when they were discussing the case ...something about bookies and informers. And oh yeah, there was a stripper, played by the previously wholesome Gloria DeHaven. What I want to know is: Why did she keep calling Van Johnson ""Uncle Wiggly""? Wasn't Uncle Wiggly a rabbit? A character from a children's book? What the heck does that have to do with anything? I guess I just don't get tough-guy Film Noir-ish kinda jargon. In fact, much of the dialogue made me mutter ""nobody talks like that!"" However, I could relate to one scene where the cop's wife (Arlene Dahl), who worries every time he goes to work, realizes that maybe she shouldn't have made her husband the center of her life. Yeah, I know that feeling of loving someone so much, being so dependent on them, that there's a constant fear for their safety. So there are moments of truth in this film, underneath the stylized dialogue and atmosphere which is trying so self-consciously to be gritty and REAL, that it actually seems unreal to me. A little background: this movie was made when Dore Schary took over MGM from Louis B. Mayer, and began to put an end to the wholesome musicals that made MGM so great. Dore Schary was determined to bring more ""realism"" to movies. I kinda hate Dore Schary. Maybe we can blame him for all the pretentious, bleak movies being made today, wallowing in the ugly ""truths"" about life, focusing on (and, in my opinion, helping to perpetuate) the worst of humanity rather than the best. No longer uplifting us the way classic movies were designed to do - providing a necessary distraction during the Great Depression and World War II. Well, damn it, we still need that kind of distraction today! There's still plenty of depression and plenty of war. And what are people turning to nowadays when they want to escape? Trashy, brain-deadening Reality TV. Thanks a lot, Dore!",0
"Since Paul Kersey was running short of actual relatives to avenge, the third installment in the ""Death Wish"" saga revolves on him returning to New York to visit an old war buddy. He arrives only to find out that Brooklyn entirely changed into a pauperized gangland and that youthful thugs killed his friend and continuously terrorize all the other tenants of a ramshackle apartment building. Kersey strikes a deal with the local police commissioner, conquers the heart of his blond attorney, blows away numerous villains with an impressive Wildey Magnum gun and gradually trains & inspires the petrified New Yorkers to stand up for themselves. Okay, there's no more point in defending the ""Death Wish"" series after seeing part three. The 1974 original was a masterpiece that revolved on the social drama as much as it did on the retribution and, even though it was pure exploitation, part two still had quite a few redeeming qualities and at least the events were a logically linked to those occurring in the first. Number three frequently feels like a totally separate franchise. Apparently, Kersey isn't an architect anymore, he's ten times more social and talkative than he used to be and suddenly nobody, not even the police, is against vigilante actions anymore? All these changes and several other aspects make it more than obvious that Michael Winner and Charles Bronson reduced their ""Death Wish"" success to being a purely brainless and exploitative action series, with a death toll that gigantically increases with each episode, armory that becomes more and more explosive and criminals that get nastier, sleazier, meaner and a lot harder to kill. However, the gentlemen didn't seem to realize that the non-stop spitfire of violence actually creates an opposite effect, namely this extremely monotonous and much more boring than the previous two. I once read a brilliant review that referred to ""Death Wish 3"" as the pure definition of cinematic masturbation. This description couldn't be more spot-on, as the script tiredly moves itself from one repugnant execution sequence to the next. Particularly the final twenty minutes are a complete ""orgy"" of gunfire, explosions and executions realized through improvised homemade measures. Yi-Haaa! This entry in the series has quite an interesting supportive cast, including Martin Balsam (""Psycho"", ""12 Angry Men"") as the fatigue neighbor who keeps machine guns in his closet, Ed Lauter (""Family Plot"", ""The Longest Yard"") as the slightly unorthodox copper and even Alex Winter (from ""Bill and Ted's Excellent Adventure!) in his debut role as one of the thugs.",0
"I had seen this movie when I was a boy (Before WWII) and was surprised that the local library had a copy. Saw it again after some sixty years and forgot how bad it was. This is an example of a movie that was not a ""A"" movie. No editing, poor script, weak acting and not much directing. Should not even be as high as a ""B"" Had a laugh at how jaded I've become over the years. Seems to me I thought it was good when I originally saw it.",0
"Most of Wayne's B westerns are kind of fun in a naive way, but this one really stinks. The editing is terrible, and the direction and pacing is completely lethargic. Most of the cast stands around waiting for the mute guy to write down his thoughts on a pad of paper, and I was bored. Sorry, Duke, but this gets a 1.",0
"There were many 'spooky' westerns made in the 30s and early 40s, and although this has a strong beginning, it isn't one. Randy Bowers (John Wayne) stopping at a 'Halfway House' saloon, finds it to be full of dead bodies, the bartender's corpse draped over the bar holding a gun, eyes watching Randy from behind holes cut through eyes in a picture, and a player piano playing ""The Loveliest Night of the Year.""  It was the result of a robbery by the Marvin Black gang, to get Ed Rogers' $30,000. Randy is an investigator who ""works alone,"" who wastes little time in getting arrested, escaping (with Ed's daughter Sally's help) and literally landing in the midst of the Black gang's hideout behind a waterfall. It all moves along fairly quickly. Only one too many chases after Randy slow it down. We even get George Hayes, clean shaven and playing two parts-- Marvin Black, the vilest villain, as well as the Good Citizen, Matt the Mute, who communicates via handwritten messages. Having him play two opposite roles was a good idea, but the writing down of messages thing gets old real fast, even for him, as he finally gives up doing it near the end saying to Sally, ""Ah, I'm fed up with this!"" You can find George playing a vile, vile, double crossing villain in the serial ""The Lost City"" (1934). I think this is the only 'Lone Star' film in which the title relates to, or is mentioned in the film! Sally offers her hand to Randy and says, ""He's not alone anymore!"" Then cut to their arms around each other as they look out facing a lake. Sally's running off with Randy seems too abrupt and not sufficiently prepared for. Too much time spent on horseback escaping the sheriff. Not that bad considering everything, but not that great either. I'd really give it a 4 and a half.",0
